brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,cluster_label,is_outlier
Lenovo,A820,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2013,Available. Released 2013,135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in),151,5.33,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~60.6% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.1.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,110.0,http://cdn2.gsmarena.com/vv/bigpic/lenovo-a820.jpg,0,False
Plum,Link,No cellular connectivity, N/A,,,,No,No,2012  August,Available. Released 2012  October,193 x 120 x 11 mm (7.60 x 4.72 x 0.43 in),260,9.17,No,TFT capacitive touchscreen  256K colors,7.0 inches (~60.2% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,1.3 MP,No,Yes,Yes,Wi-Fi 802.11 b/g,No,No,,No,miniUSB 2.0,Accelerometer,Non-removable Li-Ion 2800 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/plum-link.jpg,0,False
Samsung,X620,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2005  1Q,Discontinued,106 x 45.5 x 20 mm (4.17 x 1.79 x 0.79 in),71,2.5,Mini-SIM,TFT  65K colors,1.7 inches (~18.9% screen-to-body ratio),128 x 160 pixels (~121 ppi pixel density),,,,,No,3 MB,,VGA,No,Yes,No,No,No,No,,FM radio,,,Removable Li-Ion 800 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/samsung-x620.gif,0,False
Gionee,Pioneer P5L,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Class 12,Class 12,2014  November,Available. Released 2014  November,143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in),146.9,5.19,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~58.9% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 128 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Po 2300 mAh battery,Red| White| Black| Blue| Yellow & golden,,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p5l.jpg,0,False
Samsung,Gear S3 classic,No cellular connectivity, N/A,,,,No,No,2016  August,Available. Released 2016  November,49 x 46 x 12.9 mm (1.93 x 1.81 x 0.51 in),59,2.08,No,Super AMOLED capacitive touchscreen  16M colors,1.3 inches (~48.1% screen-to-body ratio),360 x 360 pixels (~278 ppi pixel density),Tizen-based wearable platform 2.3.2,Dual-core 1.0 GHz,Exynos 7270,,No,4 GB,768 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,4.2| A2DP| LE,Yes GLONASS,Yes,No,No,Accelerometer| gyro| heart rate| barometer,Non-removable Li-Ion 380 mAh battery,Silver,390.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s3-classic.jpg,0,False
Allview,Viva H10 HD,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 10,2014  July,Available. Released 2014  July,258 x 168 x 9.6 mm (10.16 x 6.61 x 0.38 in),,,Mini-SIM,IPS LCD capacitive touchscreen  16M colors,10.1 inches (~68.2% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT8382,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,3.15 MP,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP| EDR,Yes with A-GPS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 8000 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/allview-viva-h10-hd.jpg,0,False
Lava,Iris 405+,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2013  December,Available. Released 2013  December,125 x 64 x 9 mm (4.92 x 2.52 x 0.35 in),127,4.48,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~56.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,Yes,A-GPS only,,FM radio| recording,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 1400 mAh battery,Black| White,70.0,http://cdn2.gsmarena.com/vv/bigpic/lava-iris-405-plus.jpg,0,False
QMobile,Noir A8i,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2014  July,Available. Released 2014  July,126 x 64.4 x 11.2 mm (4.96 x 2.54 x 0.44 in),,,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~56.1% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,A-GPS only,,FM radio| recording,microUSB 2.0,Accelerometer| proximity| compass,Li-Ion 1600 mAh battery,Black,90.0,http://cdn2.gsmarena.com/vv/bigpic/qmobile-noir-a8i.jpg,0,False
Plum,Gator,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12 ,2014  May,Available. Released 2014  July,131.8 x 70 x 21.7 mm (5.19 x 2.76 x 0.85 in),207,7.3,Dual SIM,IPS LCD capacitive touchscreen  16M colors,3.5 inches (~37.8% screen-to-body ratio),480 x 800 pixels (~267 ppi pixel density),Android 4.2.2 (Jelly Bean)| upgradable to 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572A,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity,Removable Li-Ion 3600 mAh battery,Black| Red,,http://cdn2.gsmarena.com/vv/bigpic/plum-alligator1.jpg,0,False
Siemens,MC60,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,2003  3Q,Discontinued,110 x 46 x 21 mm| 88 cc (4.33 x 1.81 x 0.83 in),86,3.03,Mini-SIM,CSTN  4096 colors,,101 x 80 pixels| 7 lines,,,,,No,1 MB,,CIF,No,Yes,No,No,No,No,,No,,,Removable Li-Ion 700 mAh battery (EBA-510),3 - Aquamarine| Titanium and Grenadine,,http://cdn2.gsmarena.com/vv/bigpic/simc60.gif,0,False
Sony,Xperia tipo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 - ST21i,,HSPA 7.2/5.76 Mbps,Up to 86 kbps,Up to 237 kbps,2012  June,Available. Released 2012  August,103 x 57 x 13 mm (4.06 x 2.24 x 0.51 in),99.4,3.49,Mini-SIM,TFT capacitive touchscreen  256K colors,3.2 inches (~51.9% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),800 MHz Cortex-A5,Qualcomm MSM7225AA Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),2.9 GB (2.5 GB user available),512 MB RAM,3.15 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Classic Black| Classic White| Deep Red| Navy Blue,80.0,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-tipo.jpg,28,False
Sony Ericsson,T100,GSM,GSM 900 / 1800 ,,,,No,No,Q4  2002,Discontinued,99 x 43.5 x 17.7 mm (3.90 x 1.71 x 0.70 in),75,2.65,Mini-SIM,Grayscale graphics  4 shades,,,,,,,No,,,,,No,No,No,No,No,,No,,,Removable Li-Po battery,4 - Icy Blue| Gentle Gold| Fresh White| Soft Silver,,http://cdn2.gsmarena.com/vv/bigpic/snt100.gif,0,False
Vodafone,546,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2010  April. Released 2010  April,Discontinued,-,,,Mini-SIM,TFT  256K colors,2.2 inches,320 x 240 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),,,2 MP,No,Yes,No,No,2.1,No,,FM radio| RDS,No,,Removable Li-Ion battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/vodafone-546.jpg,0,False
Asus,Zenfone Zoom ZX550,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 9(1800)| 17(700)| 18(800)| 19(800)| 20(800)| 28(700)| 29(700),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  January,Available. Released 2015  December,158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in),185,6.53,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~65.9% screen-to-body ratio),1080 x 1920 pixels (~403 ppi pixel density),Android 5.0 (Lollipop),Quad-core 2.3 GHz,Intel Atom Z3580,PowerVR G6430,microSD  up to 64 GB (dedicated slot),16/32/64/128 GB,2/4 GB RAM,13 MP| f/2.7-4.8| 28-84mm (3x optical zoom)| laser autofocus| OIS| dual-LED (dual tone) flash,5 MP| f/2.0,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| Wi-Fi Direct| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3000 mAh battery,Meteorite black| Glacier white,400.0,http://cdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx550.jpg,78,False
Celkon,C9 Jumbo,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2014,Available,-,,,Dual SIM,TFT,2.4 inches (~33.9% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB,,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 2000 mAh battery,Black/Red| Black/Blue| White/Red,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c9-jumbo.jpg,0,False
alcatel,Pixi 3 (4.5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - EMEA,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - EMEA,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  January,Available. Released 2015  May,132.2 x 65.1 x 10 mm (5.20 x 2.56 x 0.39 in),125,4.41,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen  16M colors,4.5 inches (~64.8% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7 (3G model),Mediatek MT6572M (3G model),Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP or 8 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1400 mAh battery (3G model),Various,60.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-3-4.jpg,0,False
Toshiba,TX62,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2006  June,Discontinued,98 x 47 x 23 mm (3.86 x 1.85 x 0.91 in),121,4.27,Mini-SIM,TFT  256K colors,2.0 inches (~26.9% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,miniSD,40 MB,,1.3 MP,No,Yes with stereo speakers,No,No,Yes,No,,No,Yes,,Removable Li-Ion battery,Black| Green| Pink,,http://cdn2.gsmarena.com/vv/bigpic/toshiba-tx62.gif,0,False
LG,Stylo 2,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,CDMA2000 1xEV-DO ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 12(700)| 25(1900)| 26(850)| 41(2500) - LS775,HSPA  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016  April,Available. Released 2016  April,155 x 79.5 x 7.4 mm (6.10 x 3.13 x 0.29 in),144.6,5.11,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.7 inches (~72.7% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n| WiFi Direct| hotspot,4.1| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,Black,150.0,http://cdn2.gsmarena.com/vv/bigpic/lg-stylo2-1.jpg,206,False
Ericsson,A1018s,GSM,GSM 900 / 1800 ,,,,No,No,1999,Discontinued,130 x 49 x 27 mm (5.12 x 1.93 x 1.06 in),163,5.75,Mini-SIM,Monochrome graphic,,3 x 12 chars,,,,,No,,,,,No,No,No,No,No,,No,,,Removable NiMH 800 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/er1018sb.gif,0,False
Modu,Phone,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2009  February. Released 2009  Q2,Discontinued,72.1 x 37.6 x 7.8 mm| 46.5 cc (2.84 x 1.48 x 0.31 in),,,Mini-SIM,AMOLED  65K colors,1.3 inches (~19.3% screen-to-body ratio),128 x 96 pixels (~123 ppi pixel density),,,,,No,1.6 GB,,,,Yes,No,No,1.2,No,,No,Yes,,Removable Li-Po 530 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/modu-main-phone.jpg,0,False
Sony Ericsson,C902,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 - C902i only,,HSPA 3.6/0.384 Mbps,Class 10,Class 10,2008  February. Released 2008  June,Discontinued,108 x 49 x 10.5 mm (4.25 x 1.93 x 0.41 in),107,3.77,Mini-SIM,TFT  256K colors,2.0 inches (~23.4% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,Memory Stick Micro (M2)  up to 8 GB,160 MB,,5 MP| autofocus| LED flash,QCIF videocall camera,Yes,No,No,2.0| A2DP,No,,Stereo FM radio| RDS,2,Accelerometer,Removable Li-Po 930 mAh battery (BST-38),Swift Black| Luscious Red| Titanium Silver| Cinnamon Bronze,130.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-c902.jpg,0,False
Micromax,X368,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2012  Q2,Available. Released 2012  May,117 x 51.5 x 11 mm (4.61 x 2.03 x 0.43 in),,,Dual SIM (Mini-SIM),TFT,2.55 inches| 2.55 (~33.4% screen-to-body ratio),240 x 320 pixels (~157 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),43 MB,,2 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion battery,White/Gray,40.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-x368.jpg,0,False
Lava,V2 s,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  April,141.6 x 70.8 x 8 mm (5.57 x 2.79 x 0.31 in),129,4.55,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1.1 (Lollipop),,,,microSD  up to 32 GB,8 GB,2 GB RAM,8 MP| f/2.0| autofocus| dual-LED flash,8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Li-Po 2500 mAh battery,White| Black,,http://cdn2.gsmarena.com/vv/bigpic/xolo-v2s.jpg,0,False
Haier,N60,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,1Q  2005,Discontinued,94 x 48 x 25 mm (3.70 x 1.89 x 0.98 in),131,4.62,Mini-SIM,TFT resistive touchscreen  256K colors,,320 x 240 pixels,Linux,312 MHz,,,SDIO/MMC,60 MB,,1.3 MP,No,Yes,No,No,No,No,,No,Yes,,Removable Li-Ion 900 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/haier-n60.gif,0,False
Philips,X603,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,2010  January. Released 2010  March,Discontinued,112 x 50.5 x 15.5 mm (4.41 x 1.99 x 0.61 in),140,4.94,Mini-SIM,TFT resistive touchscreen  256K colors,2.4 inches (~31.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),50 MB,,5 MP| autofocus| LED flash,No,Yes,No,No,2.0| A2DP,No,,Stereo FM radio| RDS,miniUSB 2.0,,Removable Li-Po 1530 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-x603.jpg,0,False
Allview,P6 Stony,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Class 10,2012  November,Available. Released 2012  November,136 x 67 x 8.6 mm (5.35 x 2.64 x 0.34 in),131.3,4.62,Dual SIM (dual stand-by),Super AMOLED capacitive touchscreen  16M colors,4.65 inches (~65.4% screen-to-body ratio),720 x 1280 pixels (~316 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cotex-A9,,PowerVR SGX531,microSD  up to 32 GB (dedicated slot)  16 GB included,4 GB,1 GB RAM,8 MP| autofocus| LED flash,1 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct| DLNA,3.0| A2DP| EDR,Yes with A-GPS,,FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2100 mAh battery,Black,200.0,http://cdn2.gsmarena.com/vv/bigpic/allview-stony-p6.jpg,0,False
Samsung,D980,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 10,Class 10,2008  August. Released 2008  October,Discontinued,97.5 x 55 x 16.3 mm (3.84 x 2.17 x 0.64 in),117,4.13,Dual SIM (Mini-SIM),TFT resistive touchscreen  256K colors,2.6 inches (~39.0% screen-to-body ratio),240 x 320 pixels (~154 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),45 MB,,5 MP| autofocus| LED flash,No,Yes,No,No,2.0| A2DP,No,,FM radio,2,,Removable Li-Ion 1200 mAh battery,Black,180.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-d980.jpg,0,False
Sagem,my419x,GSM,GSM 900 / 1800 ,,,,Yes,No,2008  February,Discontinued,106 x 46 x 15 mm (4.17 x 1.81 x 0.59 in),95,3.35,Mini-SIM,TFT  65K colors,1.8 inches (~20.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,VGA,No,Yes,No,Wi-Fi 802.11b/g,Yes,No,,No,Yes,,Removable Li-Ion battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/sagem-my419x-new.jpg,0,False
Gionee,W909,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 , HSDPA, LTE,HSPA  LTE,Yes,Yes,2016  March,Available. Released 2016  June,124.1 x 62.8 x 16.5 mm (4.89 x 2.47 x 0.65 in),207.7,7.41,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.2 inches (~62.4% screen-to-body ratio),720 x 1280 pixels (~350 ppi pixel density),Android 5.1 (Lollipop),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB,64 GB,4 GB RAM,16 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS,,FM radio,Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| proximity,Li-Ion 2530 mAh battery,Rose gold/Black,550.0,http://cdn2.gsmarena.com/vv/bigpic/gionee-w909-.jpg,-1,True
Yezz,CC40,GSM / HSPA,GSM 850 / 1900 ,HSDPA 850 / 1900 - CC40007,,HSPA 7.2/5.76 Mbps,Yes,No,2016  March,Available. Released Exp. release 2016  May,107.4 x 46 x 14.4 mm (4.23 x 1.81 x 0.57 in),82.5,2.89,Mini-SIM,TFT  256K colors,1.8 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),128 MB,64 MB RAM,VGA,No,Yes,Yes,No,2.1,No,,Stereo FM radio,microUSB 2.0,No,Removable Li-Ion 800 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/yezz-cc40.jpg,0,False
LG,CU915 Vu,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA 3.6/0.384 Mbps,Yes,Yes,2008  March. Released 2008,Discontinued,108 x 54.9 x 13 mm (4.25 x 2.16 x 0.51 in),89.6,3.14,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~43.2% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD (dedicated slot),128 MB,,2 MP| LED flash,No,Yes,No,No,1.2| A2DP,No,,No,2,,Removable Li-Ion 1000 mAh battery,Black,100.0,http://cdn2.gsmarena.com/vv/bigpic/lg-cu915-vu.jpg,0,False
LG,GM750,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA 7.2/2 Mbps,Up to 42 kbps,Up to 384 kbps,2009  September. Released 2009  October,Discontinued,109.8 x 53.5 x 12.9 mm (4.32 x 2.11 x 0.51 in),120,4.23,Mini-SIM,TFT resistive touchscreen  256K colors,3.0 inches (~43.6% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7201A,Adreno 130,microSD  up to 32 GB (dedicated slot),200 MB,,5 MP| autofocus,Videocall camera,Yes,No,Wi-Fi 802.11b/g,2.1| A2DP,Yes with A-GPS,,Stereo FM radio| RDS,microUSB,,Removable Li-Ion 1500 mAh battery,Black,290.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gm750.jpg,158,False
ZTE,X990,GSM,GSM 900 / 1800 ,,,,Class 10,Class 10,2010  March. Released 2010  March,Discontinued,107 x 61 x 12 mm (4.21 x 2.40 x 0.47 in),90,3.17,Mini-SIM,TFT resistive touchscreen  256K colors,2.5 inches (~29.7% screen-to-body ratio),320 x 240 pixels (~160 ppi pixel density),Microsoft Windows Mobile 6.5 Professional,,,,microSD  up to 8 GB (dedicated slot),5 MB,,2 MP,No,Yes,No,No,2.0| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion battery,White,,http://cdn2.gsmarena.com/vv/bigpic/zte-x990.jpg,0,False
Samsung,Galaxy Avant,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 4(1700/2100)| 5(850),HSPA  LTE,Yes,Yes,2014  July,Available. Released 2014  July,132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in),136.9,4.8,Micro-SIM,TFT capacitive touchscreen  16M colors,4.5 inches (~63.6% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8226 Snapdragon 400,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2100 mAh battery,Black,160.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-avant.jpg,0,False
Lenovo,LePad S2007,HSPA / EVDO, ,HSDPA 2100 ,,EV-DO Rev.A 3.1 Mbps  HSPA,,,2011  November,Available. Released 2012  Q4,200.2 x 127.6 x 9.7 mm (7.88 x 5.02 x 0.38 in),357,12.59,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~55.6% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),Android 2.3 (Gingerbread)| planned upgrade to 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Scorpion,Qualcomm Snapdragon,Adreno 220,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,1.3 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| compass,Non-removable Li-Ion 3780 mAh battery (14 Wh),Black/Orange,,http://cdn2.gsmarena.com/vv/bigpic/Lenovo-LePad-S2007.jpg,179,False
Bird,MP300,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2005  3Q,Cancelled,108 x 44 x 19.5 mm (4.25 x 1.73 x 0.77 in),100,3.53,Mini-SIM,TFT  65K colors,,120 x 160 pixels,,,,,No,128 MB,,VGA,No,Yes,No,No,No,No,,No,Yes,,Removable Li-Ion battery,Silver| Black,,http://cdn2.gsmarena.com/vv/bigpic/bird-w1.gif,0,False
