brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
LG,Stylus 2 Plus,GSM / HSPA / LTE,,,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - K535N,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Class 33,Class 33,2016  May,Available. Released 2016  July,155 x 79.6 x 7.4 mm (6.10 x 3.13 x 0.29 in),146,5.15,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),,5.7 inches (~72.6% screen-to-body ratio),1080 x 1920 pixels,Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),,,Adreno 505,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM - K530| MS550,13 or 16 MP| f/2.2| autofocus| LED flash,5 or 8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| WiFi Direct| hotspot,,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0,Fingerprint (rear-mounted; region dependent)| accelerometer| proximity| compass,Removable Li-Ion 2900 or 3000 mAh battery,Titan| Gold| Brown,250.0,http://cdn2.gsmarena.com/vv/bigpic/lg-stylus-2-plus-.jpg
BLU,Grand Max,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - G110Q,,HSPA 21.1/5.76 Mbps,Yes,Yes,2017  January,Available. Released 2017  January,145 x 72.1 x 7.8 mm (5.71 x 2.84 x 0.31 in),154,5.43,,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),,,Mali-400,microSD  up to 64 GB,8 GB,,8 MP| autofocus| LED flash,8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,,microUSB 2.0,Accelerometer| gyro| proximity,Non-removable Li-Po 2200 mAh battery,Gold| Gray| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/blu-gm50.jpg
Nokia,7700,,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,4Q  2003,Cancelled,,183,,,TFT resistive touchscreen  65K colors,3.5 inches| 79 x 40 mm (~29.5% screen-to-body ratio),640 x 320 pixels (~204 ppi pixel density),Symbian| Series 90 UI| .2.0,150 MHz ARM925T,,,MMC  64 MB included,25 MB,,,No,Yes,,No,Yes,No,,FM radio,Pop-Port,,Removable Li-Po 1300 mAh battery (BP-5L),2 - Black| White,,http://cdn2.gsmarena.com/vv/bigpic/no7700.gif
Samsung,E2210B,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2009  February. Released 2009  May,Discontinued,96 x 46.5 x 18.5 mm (3.78 x 1.83 x 0.73 in),85,3,Mini-SIM,TFT  256K colors,1.77 inches (~22.1% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,No,9 MB,,VGA,No,Yes,,No,2,No,,Stereo FM radio| recording,Yes,,Removable Li-Ion 800 mAh battery,Gray,50.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-e2210.jpg
Plum,Optimax 10,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2016  March,Available. Released 2016  April,,509,,Dual SIM (MIni-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,10.1 inches (~72.4% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT8321,Mali-400,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP,2 MP,,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,,Yes with A-GPS,,FM radio,USB 2.0,Accelerometer| proximity,Non-removable Li-Po 4500 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/plum-z11.jpg
Nokia,3250,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,2005  September,Discontinued,103.8 x 50 x 19.8 mm (4.09 x 1.97 x 0.78 in),130,4.59,Mini-SIM,TFT  256K colors,2.1 inches| 35 x 41 mm (~27.0% screen-to-body ratio),176 x 208 pixels (~130 ppi pixel density),Symbian 9.1| Series 60 rel. 3.0,235 MHz ARM 9,,,microSD  up to 1 GB (dedicated slot),10 MB,64 MB RAM,2 MP,No,,Yes,No,,No,,Stereo FM radio,,,Removable Li-Ion 1100 mAh battery (BP-6M),,160.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-3250.gif
Motorola,E1000,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,Class 10,No,2004  1Q,Discontinued,,140,4.94,,TFT  256K colors,2.3 inches (~27.6% screen-to-body ratio),240 x 320 pixels (~174 ppi pixel density),,,,,microSD (dedicated slot),16 MB,,1.2 MP| LED flash,Yes,,No,No,1.1,Yes,,No,Yes,,,Black,,http://cdn2.gsmarena.com/vv/bigpic/moe1000.gif
Lava,Iris 401,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,2015  January,Available. Released 2015  January,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),,,Dual SIM,TFT capacitive touchscreen,4.0 inches (~55.6% screen-to-body ratio),,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB,512 MB,256 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| hotspot,3,A-GPS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1450 mAh battery,Black| Blue| Red,,http://cdn2.gsmarena.com/vv/bigpic/lava-iris-401.jpg
,X1i plus,GSM,GSM 900 / 1800 - SIM 1,,,,Class 10,No,2009  November. Released 2009  November,Discontinued,106 x 44.5 x 16 mm (4.17 x 1.75 x 0.63 in),82,2.89,Mini-SIM,CSTN  65K colors,1.46 inches (~14.6% screen-to-body ratio),,,,,,microSD  up to 2 GB (dedicated slot),,,,,Yes,No,No,No,No,,,No,,,Black,20.0,http://cdn2.gsmarena.com/vv/bigpic/x1i-plus.jpg
Philips,Savvy Vogue,GSM,GSM 900 ,,,,No,No,2000,,129 x 48 x 24 mm| 140 cc (5.08 x 1.89 x 0.94 in),140,4.94,Mini-SIM,Monochrome graphic,,,,,,,No,,,,,No,No,,No,No,,No,,,Removable NiMH battery,4 - Light Blue| Aqua Green| Navy Blue| Coral Bronze,,http://cdn2.gsmarena.com/vv/bigpic/phsavvob.gif
verykool,i601,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,,,100 x 55 x 12.4 mm (3.94 x 2.17 x 0.49 in),85,3,Dual SIM (Mini-SIM),TFT,2.0 inches (~22.9% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,,No,2.1| EDR,No,,FM radio,1.1,,Removable Li-Ion 550 mAh battery,Black| Blue| Red| Lime,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i601.jpg
Plum,Ram Plus,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2015  June,,127.8 x 60.5 x 23.8 mm (5.03 x 2.38 x 0.94 in),188,6.63,Dual SIM,TFT  256K colors,,,,,Mediatek MT6261A,,microSD  up to 32 GB,128 Mb,32 Mb RAM,1.3 MP,,Yes,Yes,No,2,No,,FM radio,microUSB 2.0; USB 2.0,,Removable Li-Po 2800 mAh battery,Black/Silver| Black/Red,,http://cdn2.gsmarena.com/vv/bigpic/plum-ram-plus.jpg
verykool,CD611,CDMA / CDMA2000,CDMA 800 / 1900 ,CDMA2000 1x ,,Yes,No,No,2011,Available. Released 2011,103 x 56 x 13.5 mm (4.06 x 2.20 x 0.53 in),,,,TFT,2.0 inches (~21.5% screen-to-body ratio),-,,,,,,,,VGA,No,Yes,Yes,No,No,,,,Yes,,Removable Li-Ion battery,,,http://cdn2.gsmarena.com/vv/bigpic/verykool-cd611.jpg
Samsung,V100,GSM,GSM 900 / 1800 / 1900 ,,,,Class 8,No,,Discontinued,88 x 48 x 23 mm (3.46 x 1.89 x 0.91 in),97,3.42,Mini-SIM,TFT  65K colors,,176 x 220 pixels,,,,,No,,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,,http://cdn2.gsmarena.com/vv/bigpic/ssv100.gif
i-mate,Ultimate 8502,GSM / HSPA,,HSDPA 850 / 1900 / 2100 ,,HSPA,Class 10,Class 10,2007  October. Released 2008  September,Discontinued,116 x 55 x 15 mm (4.57 x 2.17 x 0.59 in),140,4.94,Mini-SIM,TFT resistive touchscreen  256K colors (65K effective),2.6 inches (~32.8% screen-to-body ratio),320 x 240 pixels (~154 ppi pixel density),Microsoft Windows Mobile 6.0 Professional,400 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD (dedicated slot),256 MB ROM,128 MB RAM,2 MP| LED flash,No,Yes,No,Wi-Fi 802.11 b/g,2.0| A2DP,Yes,,No,Yes,,Removable Li-Ion 1530 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/ultimate-8502.gif
Nokia,,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Up to 85.6 kbps,,2012  September,Available. Released 2012  October,109.9 x 54 x 13 mm| 67 cc (4.33 x 2.13 x 0.51 in),104,,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  65K colors,3.0 inches (~43.2% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot)  2 GB included,20 MB,128 MB ROM| 64 MB RAM,2 MP,No,,Yes,No,3,No,,Stereo FM radio| RDS| recording,microUSB 2.0,Accelerometer,Removable Li-Ion 1110 mAh battery (BL-4U),Black| Golden light,70.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-asha-308.jpg
ZTE,,CDMA / EVDO,,CDMA2000 1xEV-DO ,,Yes,No,No,2010  August. Released 2010  August,,102 x 51 x 15 mm (4.02 x 2.01 x 0.59 in),112,3.95,,TFT  65K colors,2.4 inches (~34.3% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,1.3 MP,,Yes,,No,2.0| A2DP,A-GPS only; VZ Navigator,,No,microUSB 2.0,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verizon-wireless-salute.jpg
Micromax,Funbook 3G P600,GSM / HSPA,GSM 900 / 1800 ,,,HSPA,Class 12,Class 12,2013  March,Available. Released 2013  March,,370,13.05,Yes,TFT capacitive touchscreen,7.0 inches (~60.3% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A5,,,microSD  up to 32 GB (dedicated slot),2 GB,,2 MP,VGA,Yes,Yes,,3,No,,FM radio,2,Accelerometer,Non-removable Li-Po 3000 mAh battery,Black,130.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-p600.jpg
Sony,Xperia V,,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 20(800) - LT25i,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps,Yes,Up to 237 kbps,,Available. Released 2012  December,129 x 65 x 10.7 mm (5.08 x 2.56 x 0.42 in),120,4.23,,TFT capacitive touchscreen  16M colors,,720 x 1280 pixels (~342 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.3 (Jelly Bean),Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,,VGA,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass,Removable Li-Ion 1750 mAh battery,Black| White| Pink,230.0,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-v.jpg
Karbonn,S1 Titanium,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,,Available. Released 2013  January,134.6 x 66 x 9.3 mm (5.30 x 2.60 x 0.37 in),,,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.8% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,,,,4 GB,1 GB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1600 mAh battery,Black| White,150.0,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s1.jpg
Sony Ericsson,K700,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2004  March,Discontinued,99 x 46 x 19 mm (3.90 x 1.81 x 0.75 in),93,3.28,,,,176 x 220 pixels| 7 lines (~158 ppi pixel density),,,,,No,41 MB,,VGA| LED flash,No,Yes,No,No,1.1,No,,FM radio,Yes,,Removable Li-Po battery,Optic Silver| Blue Tinted Silver,,http://cdn2.gsmarena.com/vv/bigpic/snk700.gif
Micromax,Canvas Knight 2 E471,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE 1800 / 2100 / 2300,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  June,6.3 mm thickness,,,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.0 inches,,Android 5.0 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 32 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2260 mAh battery,White| Gold,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-knight-2.jpg
HTC,Touch Diamond,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/0.384 Mbps,Class 10,Class 10,,Discontinued,102 x 51 x 11.5 mm (4.02 x 2.01 x 0.45 in),110,3.88,Mini-SIM,TFT resistive touchscreen  65K colors,2.8 inches (~46.7% screen-to-body ratio),480 x 640 pixels (~286 ppi pixel density),Microsoft Windows Mobile 6.1 Professional,528 MHz ARM 11,Qualcomm MSM7201A,Adreno 130,No,4 GB,192 MB RAM| 256 MB ROM,3.15 MP| autofocus,VGA videocall camera,Yes,No,Wi-Fi 802.11 b/g,2.0| A2DP,Yes with A-GPS,,Stereo FM radio| RDS,miniUSB,,Removable Li-Ion 900 mAh battery,Black| White,130.0,http://cdn2.gsmarena.com/vv/bigpic/htc-touch-diamond.jpg
Toshiba,TS808,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2005  3Q,Discontinued,,125,4.41,Mini-SIM,TFT  256K colors,2.4 inches| 48.8 x 36.6 mm (~38.7% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,miniSD,,,1.3 MP,No,Yes,No,No,Yes,No,,No,1.1,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/toshiba-ts808.gif
LG,GB160,GSM,GSM 900 / 1800 ,,,,Class 12,No,2009  November. Released 2009  November,Discontinued,,,,Mini-SIM,TFT  65K colors,1.5 inches (~15.3% screen-to-body ratio),,,,,,No,2 MB,,,,Yes,No,No,No,No,,Stereo FM radio| recording,No,,,Black,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gb160.jpg
Nokia,2710 Navigation Edition,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 32,Class 10,2009  December. Released 2010  May,Discontinued,111.2 x 45.7 x 13.7 mm| 60.4 cc (4.38 x 1.80 x 0.54 in),87,3.07,Mini-SIM,TFT  256K colors,2.2 inches (~29.5% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,128 MB ROM,64 MB RAM,2 MP,No,,Yes,No,2.1| A2DP| EDR,Yes with A-GPS Maps for S40,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion 1020 mAh battery (BL-5C),Jet Black| Warm Silver| White Silver,90.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-2710-navigation-edition.jpg
Lava,,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  May,Available. Released 2014  May,125 x 64 x 10.7 mm (4.92 x 2.52 x 0.42 in),119,,Dual SIM,,4.0 inches (~56.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Black| Grey,,http://cdn2.gsmarena.com/vv/bigpic/lava-3g-415.jpg
Motorola,Fire,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2011  December,Available. Released 2012  Q2,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),110,3.88,Dual SIM (Mini-SIM| dual stand-by),,2.8 inches (~35.9% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 2.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1400 mAh battery,,100.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-fire-dual-chip.jpg
Yezz,Chico 2 YZ201,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Up to 48 kbps,No,2012  February,Available. Released 2012  April,,55,1.94,Dual SIM (Mini-SIM),TFT  256K colors,1.8 inches (~21.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),64 MB ,32 MB,,,Yes,No,No,No,No,,Stereo FM radio,Yes,,Removable Li-Ion 550 mAh battery,Blue| Gray| Purple| Red| White,,http://cdn2.gsmarena.com/vv/bigpic/yezz-chico-2-new.jpg
Ericsson,T36,GSM,GSM 900 / 1800 / 1900 ,,,,No,No,2000,Cancelled,105 x 49 x 24 mm (4.13 x 1.93 x 0.94 in),88,3.1,Mini-SIM,Grayscale graphic,,4 lines,,,,,No,,,,,No,No,No,Yes,No,,No,,,Removable Li-Po battery,,,http://cdn2.gsmarena.com/vv/bigpic/ert36b.gif
Microsoft,Lumia 430 Dual SIM,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 42.2/5.76 Mbps,Yes,Yes,2015  March,Available. Released 2015  May,120.5 x 63.2 x 10.6 mm (4.74 x 2.49 x 0.42 in),127.9,4.52,Dual SIM (Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,4.0 inches (~58.8% screen-to-body ratio),480 x 800 pixels (~235 ppi pixel density),,Dual-core 1.2 GHz Cortex-A7,Qualcomm MSM8210 Snapdragon 200,Adreno 302,microSD  up to 256 GB (dedicated slot),8 GB,,2 MP| f/2.2,VGA| 480p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,A-GPS GLONASS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Black| Orange,70.0,http://cdn2.gsmarena.com/vv/bigpic/microsoft-lumia-430.jpg
Samsung,B520,GSM,GSM 900 / 1800 ,,,,Class 10,No,2008  December. Released 2009,Discontinued,,94,3.32,Mini-SIM,CSTN  65K colors,1.77 inches (~21.9% screen-to-body ratio),,,,,,microSD  up to 2 GB (dedicated slot),,,,,Yes,Yes,No,No,No,,FM radio| recording,2,,Removable Li-Ion 800 mAh battery,Black,40.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-b520.jpg
Samsung,M2510,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2009  June. Released 2009  July,Discontinued,99.5 x 46.5 x 15.7 mm (3.92 x 1.83 x 0.62 in),90.5,3.17,Mini-SIM,TFT  256K colors,2.2 inches (~32.9% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),15 MB,,1.3 MP,No,,Yes,No,2.0| A2DP,No,,Stereo FM radio| RDS| recording,microUSB 2.0,,,Blue,120.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-m2510.jpg
,Xplay3S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600),,Yes,Yes,2013,,158.2 x 82.6 x 8.7 mm (6.23 x 3.25 x 0.34 in),174,6.14,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~75.9% screen-to-body ratio),1440 x 2560 pixels (~490 ppi pixel density),Android 4.3 (Jelly Bean),,Qualcomm Snapdragon 801,,No,32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-xplay-3s.jpg
Spice,Mi-425 Stellar,GSM / HSPA,GSM 900 / 1800 ,HSDPA 2100 ,,HSPA,Yes,Yes,,Available. Released 2012  June,125 x 63.5 x 12.5 mm (4.92 x 2.5 x 0.49 in),110,3.88,Mini-SIM,TFT capacitive touchscreen  256K colors,4.0 inches (~57.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),149 MB,,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,,,FM radio,Yes,Accelerometer| proximity| compass,Removable Li-Ion 2000 mAh battery,White/Black,90.0,http://cdn2.gsmarena.com/vv/bigpic/spice-mi-425-stellar.jpg
Samsung,Galaxy S6 (USA),GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - G920V| G920P,HSDPA 850 / 900 / 1900 / 2100 - G920V,LTE band 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 13(700) - G920V,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,,2015  March,Available. Released 2015  April,143.5 x 70.6 x 6.9 mm (5.65 x 2.78 x 0.27 in),140,4.94,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~70.8% screen-to-body ratio),1440 x 2560 pixels (~576 ppi pixel density),Android 5.0.2 (Lollipop)| upgradable to 5.1 (Lollipop),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64/128 GB,3 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,4.1| A2DP| LE| aptX,Yes with A-GPS GLONASS,,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,,White Pearl| Black Sapphire| Gold Platinum,410.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-cdma.jpg
i-mobile,,GSM,GSM 900 / 1800 / 1900 ,,,,Class 12,No,2008  October. Released 2008  October,Discontinued,,98,3.46,Mini-SIM,,2.2 inches (~27.8% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes with stereo speakers,No,No,1.2| A2DP,No,,FM radio,,,Removable Li-Ion 1000 mAh battery,Black| Silver,,http://cdn2.gsmarena.com/vv/bigpic/i-mobile-523.jpg
Samsung,,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 10,2010  February. Released 2010  April,Discontinued,105 x 56.5 x 12.4 mm (4.13 x 2.22 x 0.49 in),97,3.42,Mini-SIM,TFT capacitive touchscreen  256K colors,2.8 inches (~40.9% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,2 MP,No,Yes,Yes,,2.1| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,,,Black| Neon Blue,120.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-m3710-corby-beat-new.jpg
Huawei,Ascend G330D U8825D,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  Q1,Available. Released 2012  Q2,122.3 x 62.7 x 11.4 mm (4.81 x 2.47 x 0.45 in),140,4.94,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~59.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,,4 GB (2.5 GB user available),512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,2.1| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1550 mAh battery,Black,110.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-ascend-g300d-u881d5.jpg
