restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Spice Garden,Thai,BTM Layout,4.0,1000,Yes,Yes,345,548042543,71 BTM Layout Bangalore
Taco Bell,French,Marathahalli,3.5,1000,No,Yes,1961,7969062354,11 BTM Layout Bangalore
Seafood Shack,American,BTM Layout,4.2,300,No,Yes,2541,8554625554,99 JP Nagar Bangalore
Steak House,Indian,Koramangala,4.7,1000,Yes,No,3206,7561129673,80 Indiranagar Bangalore
Coffee Corner,Korean,Electronic City,4.5,300,Yes,No,3574,1626256463,11 HSR Layout Bangalore
Burger Palace,American,Indiranagar,3.6,500,No,Yes,3625,4672863065,23 Indiranagar Bangalore
Coffee Corner,Chinese,Brigade Road,3.4,500,No,No,3456,7659779706,17 Whitefield Bangalore
Sushi House,Mexican,Brigade Road,4.9,1500,Yes,No,2383,9517855496,38 JP Nagar Bangalore
Bakery Sweet,French,Electronic City,3.6,300,Yes,Yes,488,3325456380,61 Whitefield Bangalore
Italian Bistro,Italian,JP Nagar,4.0,1500,No,Yes,2412,5334147833,11 Indiranagar Bangalore
Curry House,Thai,HSR Layout,4.6,500,Yes,Yes,221,6591624306,43 Whitefield Bangalore
BBQ Junction,Japanese,Marathahalli,3.7,500,Yes,No,2301,4261262240,79 Brigade Road Bangalore
Burger Palace,American,BTM Layout,4.8,1500,Yes,No,1259,5558818128,68 Marathahalli Bangalore
Mediterranean Delight,French,BTM Layout,3.4,1500,Yes,Yes,2221,3848326342,5 Brigade Road Bangalore
Steak House,French,MG Road,3.4,500,Yes,Yes,524,1321590937,64 Indiranagar Bangalore
Noodle Bar,Mediterranean,BTM Layout,4.8,1500,No,No,3689,9816634561,78 Brigade Road Bangalore
Steak House,French,MG Road,3.4,700,No,No,3480,3448587215,76 MG Road Bangalore
BBQ Junction,French,MG Road,4.2,500,Yes,No,592,3003964694,11 Marathahalli Bangalore
Fried Chicken Co,American,HSR Layout,4.4,1000,Yes,Yes,4862,5820858252,44 MG Road Bangalore
Coffee Corner,Indian,Koramangala,4.4,1500,No,Yes,2974,6577956236,4 MG Road Bangalore
Spice Garden,Continental,Electronic City,4.5,2000,No,No,3829,617135725,36 JP Nagar Bangalore
Coffee Corner,Indian,Whitefield,3.4,500,No,No,3204,3565184103,5 BTM Layout Bangalore
Ice Cream Parlor,Chinese,Brigade Road,4.0,2000,Yes,Yes,4635,4638521381,53 HSR Layout Bangalore
Fried Chicken Co,Japanese,Indiranagar,3.2,2000,Yes,No,740,2750247117,25 Electronic City Bangalore
Ice Cream Parlor,Mexican,BTM Layout,3.4,700,Yes,Yes,4986,5041766931,92 Marathahalli Bangalore
Taco Bell,French,MG Road,4.2,500,Yes,Yes,436,8241580290,80 Indiranagar Bangalore
Sushi House,French,Electronic City,4.8,700,No,Yes,319,4117110299,98 Electronic City Bangalore
Seafood Shack,Japanese,MG Road,4.0,1000,Yes,No,3708,1731370877,76 Marathahalli Bangalore
Mexican Fiesta,French,JP Nagar,3.3,500,Yes,Yes,1566,2346815191,53 Whitefield Bangalore
Mexican Fiesta,Japanese,Marathahalli,4.7,1500,Yes,Yes,1974,2586904666,34 Indiranagar Bangalore
Bakery Sweet,Chinese,MG Road,3.4,1500,No,No,1319,7220519389,60 HSR Layout Bangalore
Mexican Fiesta,Thai,Marathahalli,4.6,300,No,No,4237,6076910169,36 Electronic City Bangalore
BBQ Junction,Korean,Whitefield,4.6,1500,Yes,Yes,2695,4983510038,46 HSR Layout Bangalore
Golden Dragon,Continental,Marathahalli,3.6,700,Yes,No,3701,4860608678,92 Electronic City Bangalore
Ice Cream Parlor,Mexican,BTM Layout,4.9,2000,Yes,No,4842,9664331361,51 BTM Layout Bangalore
Golden Dragon,Fast Food,HSR Layout,3.2,1000,No,Yes,950,456282026,1 HSR Layout Bangalore
Thai Paradise,Thai,Indiranagar,3.9,2000,No,No,2436,668018891,17 Indiranagar Bangalore
Steak House,Continental,Marathahalli,3.2,500,Yes,Yes,4723,6636785391,87 JP Nagar Bangalore
Ice Cream Parlor,Mexican,JP Nagar,4.6,1000,Yes,No,1901,5087194206,49 Koramangala Bangalore
Noodle Bar,Fast Food,Marathahalli,4.6,300,Yes,No,726,8626771384,77 Indiranagar Bangalore
Burger Palace,Italian,Koramangala,3.2,700,No,Yes,2131,7277071950,8 BTM Layout Bangalore
Spice Garden,Chinese,Whitefield,4.9,300,No,No,4870,7235631088,50 Koramangala Bangalore
Thai Paradise,Fast Food,Marathahalli,3.3,2000,No,Yes,1198,6403923593,35 Indiranagar Bangalore
Pizza Express,Indian,MG Road,3.3,2000,Yes,Yes,235,5292876240,81 Brigade Road Bangalore
Noodle Bar,American,Whitefield,3.4,500,Yes,No,1045,7733302247,56 Whitefield Bangalore
Coffee Corner,Italian,BTM Layout,4.1,1500,Yes,Yes,4708,9858983204,38 Electronic City Bangalore
Seafood Shack,American,Indiranagar,3.8,500,Yes,No,3733,4184392062,89 Whitefield Bangalore
Golden Dragon,Mexican,Electronic City,3.9,2000,Yes,Yes,1869,9285263518,24 JP Nagar Bangalore
Pizza Express,Mexican,MG Road,3.0,500,Yes,No,1554,9131766681,39 MG Road Bangalore
Steak House,Thai,Whitefield,4.2,1000,No,No,4439,8346959396,29 Indiranagar Bangalore
Taco Bell,Indian,Whitefield,3.3,1500,No,Yes,3254,340151177,6 MG Road Bangalore
Fried Chicken Co,Chinese,JP Nagar,3.1,1500,Yes,No,1380,6092325636,19 JP Nagar Bangalore
Italian Bistro,French,MG Road,3.5,1500,No,No,744,2150753417,77 JP Nagar Bangalore
Italian Bistro,American,JP Nagar,4.4,1000,Yes,Yes,1607,8293598022,86 HSR Layout Bangalore
Ice Cream Parlor,Japanese,Marathahalli,3.4,300,Yes,No,1121,7975606307,66 Marathahalli Bangalore
Taco Bell,Continental,Whitefield,3.4,1000,No,No,2716,9507472950,91 Whitefield Bangalore
Noodle Bar,American,Koramangala,3.1,700,No,Yes,2014,6197991435,53 Koramangala Bangalore
Sushi House,Indian,Brigade Road,4.2,300,No,No,2087,3266921095,33 Marathahalli Bangalore
Thai Paradise,French,Indiranagar,4.8,500,No,No,171,5479113846,68 Koramangala Bangalore
Bakery Sweet,Japanese,BTM Layout,4.4,300,No,No,3886,4122648029,57 Brigade Road Bangalore
Pizza Express,Fast Food,Marathahalli,4.5,1000,No,Yes,4445,4600440663,34 MG Road Bangalore
Noodle Bar,Continental,JP Nagar,4.1,2000,No,Yes,3635,5392504552,88 Whitefield Bangalore
Mediterranean Delight,French,HSR Layout,3.2,1500,Yes,Yes,2923,602849918,43 Marathahalli Bangalore
Steak House,Continental,BTM Layout,4.9,700,No,No,2981,189712731,90 Indiranagar Bangalore
Burger Palace,American,HSR Layout,4.9,700,Yes,Yes,1775,1711836934,2 BTM Layout Bangalore
BBQ Junction,Indian,MG Road,3.5,1500,No,No,3277,9325220849,40 BTM Layout Bangalore
Vegan Heaven,Continental,JP Nagar,3.3,700,No,No,3379,1890383904,63 HSR Layout Bangalore
Bakery Sweet,Japanese,HSR Layout,5.0,1000,No,Yes,2062,4503110521,34 Indiranagar Bangalore
Mediterranean Delight,Chinese,Marathahalli,3.7,1000,Yes,No,2151,7268199604,14 Whitefield Bangalore
BBQ Junction,French,Brigade Road,4.7,1000,No,Yes,2910,3895437260,75 JP Nagar Bangalore
Bakery Sweet,Korean,Whitefield,4.0,1500,No,No,1558,361148997,45 Marathahalli Bangalore
BBQ Junction,Japanese,BTM Layout,4.1,500,No,Yes,1927,8368222495,47 HSR Layout Bangalore
Mexican Fiesta,Korean,Indiranagar,3.8,2000,Yes,No,1300,6206332616,99 JP Nagar Bangalore
Steak House,American,BTM Layout,4.6,500,Yes,Yes,4504,3597830854,59 Marathahalli Bangalore
Golden Dragon,Mexican,Brigade Road,5.0,1000,No,No,3233,5496292037,74 Koramangala Bangalore
Mediterranean Delight,Japanese,BTM Layout,4.7,1000,Yes,Yes,84,9403088444,18 HSR Layout Bangalore
Seafood Shack,Indian,JP Nagar,4.5,2000,Yes,Yes,366,6823541799,96 Koramangala Bangalore
Italian Bistro,French,Brigade Road,4.7,1500,Yes,Yes,4294,8699537477,10 HSR Layout Bangalore
Burger Palace,Italian,Koramangala,3.6,2000,No,Yes,2595,2614292471,60 JP Nagar Bangalore
Coffee Corner,Chinese,Indiranagar,4.1,2000,Yes,No,2372,8425736649,49 Whitefield Bangalore
Steak House,Italian,JP Nagar,4.7,300,No,Yes,124,4808706497,44 Koramangala Bangalore
Curry House,Chinese,JP Nagar,3.6,2000,Yes,No,896,806942205,96 JP Nagar Bangalore
Burger Palace,Mediterranean,Brigade Road,3.4,1000,No,Yes,896,6146007132,2 Brigade Road Bangalore
Thai Paradise,Mediterranean,MG Road,3.6,1000,Yes,No,1375,6431724296,76 BTM Layout Bangalore
Italian Bistro,French,Koramangala,3.5,2000,No,No,876,5103806281,82 HSR Layout Bangalore
Golden Dragon,Japanese,MG Road,3.5,1500,No,Yes,223,6239618438,53 BTM Layout Bangalore
BBQ Junction,Japanese,Whitefield,3.9,500,Yes,No,762,9740692673,41 HSR Layout Bangalore
Coffee Corner,French,HSR Layout,3.2,2000,No,Yes,430,2234445063,28 Marathahalli Bangalore
Seafood Shack,Italian,MG Road,4.5,300,No,Yes,4402,8153929948,39 Marathahalli Bangalore
Ice Cream Parlor,Mexican,HSR Layout,3.7,500,Yes,Yes,2405,1932592234,39 Koramangala Bangalore
BBQ Junction,Japanese,MG Road,4.5,2000,Yes,Yes,3785,3418982782,69 BTM Layout Bangalore
Noodle Bar,Mediterranean,JP Nagar,3.1,1000,No,No,485,2607105362,81 Brigade Road Bangalore
Coffee Corner,Continental,BTM Layout,3.5,700,Yes,Yes,3704,7266248954,92 Brigade Road Bangalore
Coffee Corner,Mexican,Koramangala,3.1,1500,Yes,No,3191,162412956,80 Indiranagar Bangalore
Seafood Shack,Fast Food,Brigade Road,3.5,1000,Yes,Yes,1120,7344177970,53 Marathahalli Bangalore
Golden Dragon,Mexican,Marathahalli,3.6,500,No,Yes,3246,8833234915,89 JP Nagar Bangalore
Curry House,Italian,Indiranagar,3.1,2000,No,Yes,2188,7730851394,67 BTM Layout Bangalore
Sushi House,Chinese,HSR Layout,3.4,2000,No,No,3841,7973768979,16 Indiranagar Bangalore
Vegan Heaven,American,HSR Layout,3.5,700,Yes,No,4332,9304930691,64 Brigade Road Bangalore
Vegan Heaven,Continental,Brigade Road,3.3,300,No,No,4457,8047042727,8 Whitefield Bangalore
Mexican Fiesta,Mediterranean,Indiranagar,3.2,2000,Yes,No,4079,7670196449,55 Marathahalli Bangalore
Italian Bistro,Korean,Marathahalli,4.1,500,Yes,Yes,725,8097426354,4 Brigade Road Bangalore
Taco Bell,Indian,Whitefield,4.4,2000,No,Yes,1262,1471121330,33 Brigade Road Bangalore
Steak House,Thai,Brigade Road,4.6,300,No,No,1057,2819029579,69 Electronic City Bangalore
Noodle Bar,French,Brigade Road,3.4,2000,Yes,Yes,1729,5606109318,96 HSR Layout Bangalore
Pizza Express,Chinese,Indiranagar,3.1,1000,Yes,No,2608,9085653914,5 Electronic City Bangalore
Seafood Shack,Indian,Indiranagar,4.9,1500,Yes,Yes,4088,4418671996,97 HSR Layout Bangalore
Taco Bell,Japanese,Koramangala,4.2,300,Yes,Yes,4855,6247009752,63 HSR Layout Bangalore
Burger Palace,Continental,HSR Layout,4.2,500,No,Yes,1489,6709858911,80 Electronic City Bangalore
Curry House,Thai,HSR Layout,4.6,2000,No,No,2194,6231388062,23 HSR Layout Bangalore
Taco Bell,Fast Food,Whitefield,3.1,1500,No,No,591,7020345565,46 Indiranagar Bangalore
Sushi House,Mexican,Indiranagar,4.9,700,Yes,No,3180,2259266394,51 MG Road Bangalore
BBQ Junction,French,BTM Layout,4.1,500,Yes,Yes,4294,9430865690,37 MG Road Bangalore
Curry House,American,BTM Layout,4.3,2000,Yes,Yes,461,941515650,21 Marathahalli Bangalore
Golden Dragon,American,Brigade Road,4.3,500,No,No,2867,7056436832,18 JP Nagar Bangalore
Noodle Bar,Indian,Koramangala,3.1,1000,Yes,No,3372,6941270428,37 HSR Layout Bangalore
Vegan Heaven,Japanese,HSR Layout,3.2,1000,No,Yes,3896,9486947915,60 JP Nagar Bangalore
Taco Bell,Indian,Electronic City,3.1,700,No,No,1999,9653096351,90 Marathahalli Bangalore
Mediterranean Delight,Italian,BTM Layout,4.0,1000,No,No,822,8407540594,22 BTM Layout Bangalore
Spice Garden,American,JP Nagar,4.7,2000,Yes,No,4195,6437227123,23 HSR Layout Bangalore
Burger Palace,Chinese,HSR Layout,3.8,700,Yes,No,2745,6482043514,9 Brigade Road Bangalore
Pizza Express,French,BTM Layout,4.7,1500,No,No,2001,8826223154,62 BTM Layout Bangalore
Pizza Express,Chinese,Koramangala,4.4,700,No,No,792,1488051081,12 Koramangala Bangalore
Italian Bistro,Mexican,JP Nagar,4.8,1500,Yes,No,1547,7309939347,40 Whitefield Bangalore
Vegan Heaven,American,Indiranagar,3.8,1500,No,No,2986,3114941702,12 Koramangala Bangalore
Steak House,Mexican,Marathahalli,3.0,700,Yes,No,2696,3373549547,1 Koramangala Bangalore
Noodle Bar,Fast Food,Electronic City,4.2,300,Yes,No,2512,9679025065,86 Indiranagar Bangalore
Bakery Sweet,Thai,Whitefield,5.0,500,Yes,Yes,3514,7774600743,84 MG Road Bangalore
Taco Bell,Continental,Electronic City,3.0,1000,Yes,No,3974,9645325335,91 Indiranagar Bangalore
Burger Palace,Mexican,MG Road,4.4,500,No,No,3405,6145108674,19 Indiranagar Bangalore
Bakery Sweet,Korean,Whitefield,3.7,2000,No,No,1424,6257058646,58 Whitefield Bangalore
Mediterranean Delight,Fast Food,Koramangala,4.9,300,Yes,No,1769,6730493823,60 HSR Layout Bangalore
BBQ Junction,Chinese,JP Nagar,3.5,500,No,No,1715,422413331,3 Indiranagar Bangalore
Curry House,American,Indiranagar,3.2,500,No,No,4630,3074567258,20 Whitefield Bangalore
Italian Bistro,Italian,HSR Layout,3.1,300,No,Yes,1720,3003431492,41 Koramangala Bangalore
Sushi House,Thai,Koramangala,4.1,300,No,Yes,3640,8848024722,84 Brigade Road Bangalore
Bakery Sweet,Indian,Koramangala,4.3,700,No,Yes,4889,8182243004,19 Brigade Road Bangalore
Pizza Express,Indian,Brigade Road,4.4,1000,No,Yes,489,2888586777,50 Brigade Road Bangalore
Taco Bell,Italian,Koramangala,4.7,1000,Yes,No,1389,598219054,5 Whitefield Bangalore
Thai Paradise,Thai,MG Road,4.2,300,No,Yes,141,3420810716,21 HSR Layout Bangalore
Golden Dragon,Italian,JP Nagar,3.9,300,Yes,No,3237,2805332136,78 Electronic City Bangalore
Ice Cream Parlor,Fast Food,Koramangala,4.3,1500,Yes,Yes,2944,2200794736,59 JP Nagar Bangalore
Steak House,Korean,BTM Layout,3.8,1000,Yes,No,3325,7606359655,56 BTM Layout Bangalore
Taco Bell,Fast Food,Indiranagar,3.4,1000,Yes,No,677,2308208816,92 BTM Layout Bangalore
Ice Cream Parlor,French,Electronic City,3.3,1000,No,No,1701,8447962154,33 BTM Layout Bangalore
Taco Bell,Thai,JP Nagar,4.9,700,No,No,3119,4924488766,84 Brigade Road Bangalore
Burger Palace,Indian,MG Road,4.9,500,Yes,No,3389,2063054279,25 Indiranagar Bangalore
Ice Cream Parlor,Thai,Electronic City,3.0,1000,Yes,Yes,2897,8807260602,13 MG Road Bangalore
Taco Bell,Thai,Electronic City,3.7,2000,Yes,No,2378,6142878538,80 Whitefield Bangalore
Golden Dragon,French,JP Nagar,3.6,1500,Yes,No,4370,5729847471,71 Whitefield Bangalore
Curry House,Thai,HSR Layout,3.0,1000,No,No,4562,9557051480,81 Koramangala Bangalore
Curry House,Italian,HSR Layout,3.8,1500,Yes,Yes,2401,1969748521,76 Indiranagar Bangalore
Thai Paradise,Mediterranean,Indiranagar,5.0,500,Yes,Yes,2211,4275802970,67 Marathahalli Bangalore
Taco Bell,Thai,Indiranagar,3.7,500,No,Yes,1757,4788612417,86 Marathahalli Bangalore
Thai Paradise,Indian,Electronic City,3.1,300,Yes,Yes,325,846983426,41 MG Road Bangalore
Mexican Fiesta,Japanese,Koramangala,4.7,1500,No,No,2299,288443331,90 Indiranagar Bangalore
Italian Bistro,American,Koramangala,4.2,1500,No,Yes,861,780709101,18 Whitefield Bangalore
Italian Bistro,Japanese,Whitefield,4.4,300,Yes,No,487,1227473821,32 MG Road Bangalore
Mexican Fiesta,Korean,Indiranagar,4.5,700,Yes,Yes,1451,5940659396,85 Marathahalli Bangalore
Pizza Express,Italian,Whitefield,4.2,500,No,Yes,970,834928508,74 MG Road Bangalore
Noodle Bar,Italian,Koramangala,4.3,700,No,No,411,6882734284,92 HSR Layout Bangalore
Golden Dragon,American,Brigade Road,3.7,1500,No,No,588,6867520975,47 Electronic City Bangalore
Mexican Fiesta,Mexican,MG Road,3.1,2000,No,No,3674,1752180568,88 Brigade Road Bangalore
Thai Paradise,Continental,MG Road,3.6,700,No,Yes,1961,1274441503,8 HSR Layout Bangalore
Coffee Corner,Italian,Indiranagar,3.6,700,No,Yes,507,925041092,52 Whitefield Bangalore
Taco Bell,Mediterranean,Whitefield,3.9,300,Yes,Yes,4758,5852097766,87 MG Road Bangalore
Mediterranean Delight,Japanese,Electronic City,3.2,1500,Yes,Yes,3326,3259860004,68 HSR Layout Bangalore
Taco Bell,Continental,Whitefield,4.3,1500,No,No,3731,90247794,5 Electronic City Bangalore
Fried Chicken Co,Fast Food,JP Nagar,4.5,300,Yes,Yes,4769,4110774714,27 BTM Layout Bangalore
Sushi House,Mediterranean,BTM Layout,4.3,300,Yes,No,3776,9192311594,66 Marathahalli Bangalore
Golden Dragon,Mexican,Indiranagar,4.9,1500,Yes,No,343,8707808096,37 Whitefield Bangalore
Ice Cream Parlor,Japanese,Indiranagar,4.2,2000,Yes,No,217,5413268268,1 Koramangala Bangalore
Steak House,Continental,Whitefield,4.7,700,Yes,No,1470,1358771355,64 Koramangala Bangalore
Ice Cream Parlor,French,MG Road,3.6,700,No,No,3813,6388932589,34 Indiranagar Bangalore
Italian Bistro,Mediterranean,Marathahalli,4.0,300,No,No,2611,6835002458,99 HSR Layout Bangalore
Sushi House,Indian,MG Road,4.7,1500,No,No,3517,6053411985,23 HSR Layout Bangalore
Seafood Shack,Korean,Whitefield,3.4,1000,No,Yes,1189,9743266832,53 MG Road Bangalore
Ice Cream Parlor,Chinese,Koramangala,3.6,1000,Yes,No,2598,7546394581,76 Marathahalli Bangalore
Fried Chicken Co,French,Koramangala,3.6,500,Yes,Yes,1190,5743623640,38 Brigade Road Bangalore
BBQ Junction,Indian,Indiranagar,3.6,300,Yes,No,290,1515344649,3 Electronic City Bangalore
Coffee Corner,Continental,JP Nagar,3.1,500,No,Yes,2827,2472383435,97 Indiranagar Bangalore
Taco Bell,Mexican,Brigade Road,3.7,1000,Yes,No,1069,7062402401,40 Electronic City Bangalore
Bakery Sweet,Fast Food,Koramangala,3.6,500,No,Yes,3511,7391584231,44 JP Nagar Bangalore
Spice Garden,Chinese,Koramangala,3.7,2000,No,Yes,3481,4526302468,68 MG Road Bangalore
Burger Palace,Fast Food,HSR Layout,4.5,300,Yes,No,3013,5766493781,18 Whitefield Bangalore
Ice Cream Parlor,American,Whitefield,4.5,700,No,Yes,2422,3945569274,89 HSR Layout Bangalore
Fried Chicken Co,Japanese,BTM Layout,4.7,2000,No,Yes,2899,697568743,59 Electronic City Bangalore
Ice Cream Parlor,Chinese,Brigade Road,3.4,1500,Yes,No,139,8580204759,58 Whitefield Bangalore
Taco Bell,Japanese,HSR Layout,3.5,300,No,Yes,1121,6156719718,15 BTM Layout Bangalore
Vegan Heaven,French,HSR Layout,3.8,2000,No,No,2344,8299499686,44 HSR Layout Bangalore
Curry House,Japanese,Electronic City,4.1,1000,No,No,4700,6465641812,90 Koramangala Bangalore
Golden Dragon,Thai,Koramangala,4.5,2000,No,No,3004,6177463423,43 Indiranagar Bangalore
Taco Bell,French,Indiranagar,3.3,2000,Yes,Yes,754,4414944393,27 Brigade Road Bangalore
Mediterranean Delight,Mediterranean,MG Road,4.9,1500,No,Yes,2506,2611858401,62 BTM Layout Bangalore
Thai Paradise,Italian,Brigade Road,4.4,500,No,No,1464,5747318165,32 BTM Layout Bangalore
Coffee Corner,Mexican,Whitefield,4.6,1000,Yes,No,4693,9160745506,26 Electronic City Bangalore
Bakery Sweet,Mediterranean,Indiranagar,3.8,1500,No,Yes,3355,4468858344,24 JP Nagar Bangalore
Pizza Express,Japanese,MG Road,4.4,500,Yes,No,739,1555691462,18 MG Road Bangalore
Taco Bell,Mediterranean,Electronic City,3.0,700,Yes,Yes,4078,3470715399,77 Whitefield Bangalore
Fried Chicken Co,Korean,HSR Layout,4.9,700,Yes,No,1229,9628018768,30 Marathahalli Bangalore
Seafood Shack,Mexican,Koramangala,3.7,500,Yes,No,3628,6228622287,7 Indiranagar Bangalore
Curry House,Japanese,Koramangala,3.8,1500,No,Yes,3791,7194122472,49 BTM Layout Bangalore
Seafood Shack,American,BTM Layout,4.4,300,No,No,1608,1741397729,42 Electronic City Bangalore
Ice Cream Parlor,Indian,Electronic City,4.4,300,Yes,Yes,3783,6770381050,62 Indiranagar Bangalore
Taco Bell,Italian,Koramangala,4.8,1500,Yes,No,569,5840496639,72 HSR Layout Bangalore
Golden Dragon,Continental,Whitefield,3.2,1500,Yes,No,4714,203281492,59 Whitefield Bangalore
Taco Bell,Italian,Brigade Road,3.1,1000,No,No,2282,9700544113,76 BTM Layout Bangalore
Taco Bell,American,Koramangala,4.9,1000,Yes,No,2167,2456362362,16 MG Road Bangalore
Noodle Bar,Mediterranean,BTM Layout,4.2,2000,No,No,1211,2735901757,46 Brigade Road Bangalore
Golden Dragon,Japanese,Electronic City,4.9,300,Yes,No,678,9955857471,75 JP Nagar Bangalore
Taco Bell,Korean,Electronic City,3.5,1500,Yes,Yes,1869,8092519948,44 Indiranagar Bangalore
Coffee Corner,Japanese,Koramangala,4.5,1000,No,Yes,1582,5989835448,3 Marathahalli Bangalore
Seafood Shack,Mediterranean,BTM Layout,4.6,2000,Yes,Yes,4574,5319497157,91 Indiranagar Bangalore
Coffee Corner,Fast Food,Electronic City,4.0,2000,Yes,Yes,2191,5554314183,97 Koramangala Bangalore
Golden Dragon,Fast Food,Electronic City,4.2,300,Yes,No,2318,7995343058,64 JP Nagar Bangalore
Sushi House,French,BTM Layout,3.6,1500,Yes,No,4091,9591685987,47 Koramangala Bangalore
Burger Palace,American,HSR Layout,3.5,700,Yes,No,1339,3288701219,43 JP Nagar Bangalore
Seafood Shack,Chinese,HSR Layout,4.5,700,No,Yes,1139,1298858727,93 Koramangala Bangalore
Coffee Corner,Indian,Brigade Road,3.2,1500,Yes,No,4009,9774213918,72 Marathahalli Bangalore
Fried Chicken Co,Mediterranean,Brigade Road,3.1,1500,No,Yes,2469,1670862657,13 Whitefield Bangalore
Pizza Express,Italian,Brigade Road,4.5,1000,No,No,1256,9492223668,13 Whitefield Bangalore
Burger Palace,American,BTM Layout,5.0,700,Yes,Yes,2237,8950644858,90 Electronic City Bangalore
Taco Bell,Mediterranean,JP Nagar,4.5,500,Yes,No,4584,2141928686,46 Koramangala Bangalore
BBQ Junction,Fast Food,MG Road,4.2,300,Yes,No,2871,4215367868,54 Koramangala Bangalore
Sushi House,Indian,BTM Layout,4.2,1000,Yes,Yes,1158,2890693404,33 Koramangala Bangalore
Taco Bell,French,JP Nagar,3.8,1500,No,Yes,1866,6726291655,73 Koramangala Bangalore
Curry House,Korean,Marathahalli,4.3,1500,No,No,4004,4974110102,20 Marathahalli Bangalore
Steak House,Thai,Marathahalli,3.7,1000,No,Yes,1500,7736010351,91 Marathahalli Bangalore
Pizza Express,Mexican,MG Road,4.6,2000,Yes,Yes,1791,7060565377,41 BTM Layout Bangalore
Sushi House,Mexican,Electronic City,3.5,1000,Yes,No,1671,6867968582,46 Brigade Road Bangalore
Ice Cream Parlor,Fast Food,Whitefield,3.2,1000,Yes,No,2985,3494061534,26 HSR Layout Bangalore
Pizza Express,Korean,JP Nagar,4.1,2000,Yes,Yes,4769,2111723353,87 MG Road Bangalore
Taco Bell,Mediterranean,Brigade Road,4.9,2000,Yes,No,4373,6889056894,54 Brigade Road Bangalore
Coffee Corner,Fast Food,Whitefield,4.7,700,No,Yes,3805,5973760475,31 MG Road Bangalore
Sushi House,Continental,Electronic City,3.9,2000,No,No,2367,8357910603,43 Brigade Road Bangalore
Italian Bistro,Chinese,Brigade Road,4.3,500,No,No,3725,7490012114,19 MG Road Bangalore
Steak House,American,HSR Layout,4.5,1500,Yes,Yes,4574,1134179465,27 Whitefield Bangalore
